# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
rogue | subtlety | pve | 1267182 | 1 | Toxic Stiletto
rogue | subtlety | pve | 1281468 | 1 | Umbral Edge
rogue | subtlety | pve | 400804 | 1 | Unbreakable Stride
rogue | subtlety | pve | 441146 | 1 | Unseen Blade
rogue | subtlety | pve | 382017 | 1 | Veiltouched
rogue | subtlety | pve | 381543 | 1 | Virulent Poisons
rogue | subtlety | pve | 426555 | 1 | Warning Signs
rogue | subtlety | pve | 193537 | 1 | Weaponmaster
rogue | subtlety | pve | 382513 | 1 | Without a Trace
rogue | subtlety | pvp | 207777 | | Dismantle
rogue | subtlety | pvp | 1219122 | | Preemptive Maneuver
rogue | subtlety | pvp | 197899 | | Silhouette
rogue | subtlety | pvp | 212182 | | Smoke Bomb

# Shaman / Elemental (exported 2026-08-18)
shaman | elemental | pve | 1269360 | 1 | Amped Up
shaman | elemental | pve | 1270446 | 1 | Ancestral Influence
shaman | elemental | pve | 443454 | 1 | Ancestral Swiftness
shaman | elemental | pve | 382197 | 1 | Ancestral Wolf Affinity
shaman | elemental | pve | 443423 | 1 | Ancient Fellowship
shaman | elemental | pve | 114050 | 1 | Ascendance
shaman | elemental | pve | 108271 | 1 | Astral Shift
shaman | elemental | pve | 381689 | 2 | Brimming with Life
shaman | elemental | pve | 378255 | 1 | Call of Fire
shaman | elemental | pve | 443450 | 1 | Call of the Ancestors
shaman | elemental | pve | 192058 | 1 | Capacitor Totem
shaman | elemental | pve | 1064 | 1 | Chain Heal
shaman | elemental | pve | 188443 | 1 | Chain Lightning
shaman | elemental | pve | 468625 | 1 | Charged Conduit
shaman | elemental | pve | 51886 | 1 | Cleanse Spirit
shaman | elemental | pve | 1269215 | 2 | Crackling Fury
shaman | elemental | pve | 198103 | 1 | Earth Elemental
shaman | elemental | pve | 974 | 1 | Earth Shield
shaman | elemental | pve | 8042 | 1 | Earth Shock
shaman | elemental | pve | 51485 | 1 | Earthgrab Totem
shaman | elemental | pve | 61882 | 1 | Earthquake
shaman | elemental | pve | 468626 | 1 | Earthshatter
shaman | elemental | pve | 382032 | 1 | Echo Chamber
shaman | elemental | pve | 333919 | 1 | Echo of the Elements
shaman | elemental | pve | 60188 | 1 | Elemental Fury
shaman | elemental | pve | 383010 | 1 | Elemental Orbit
shaman | elemental | pve | 462368 | 1 | Elemental Resistance
shaman | elemental | pve | 1258895 | 1 | Elemental Resonance
shaman | elemental | pve | 443418 | 1 | Elemental Reverb
shaman | elemental | pve | 462866 | 1 | Elemental Unity
shaman | elemental | pve | 381650 | 1 | Elemental Warding
shaman | elemental | pve | 462796 | 1 | Enhanced Imbues
shaman | elemental | pve | 1270061 | 1 | Feedback Loop
shaman | elemental | pve | 443446 | 1 | Final Calling
shaman | elemental | pve | 382886 | 1 | Fire and Ice
shaman | elemental | pve | 462440 | 1 | First Ascendant
shaman | elemental | pve | 378266 | 1 | Flames of the Cauldron
shaman | elemental | pve | 381784 | 1 | Flames of the Firelord
shaman | elemental | pve | 381936 | 1 | Flash of Lightning
shaman | elemental | pve | 196840 | 1 | Frost Shock
shaman | elemental | pve | 191717 | 1 | Fury of the Storms
shaman | elemental | pve | 462840 | 1 | Fusion of Elements
shaman | elemental | pve | 378773 | 1 | Greater Purge
shaman | elemental | pve | 192063 | 1 | Gust of Wind
shaman | elemental | pve | 1259047 | 1 | Inferno Arc
shaman | elemental | pve | 1270350 | 1 | Instinctive Imbuements
shaman | elemental | pve | 51505 | 1 | Lava Burst
shaman | elemental | pve | 1273485 | 1 | Lava Flows
shaman | elemental | pve | 462862 | 1 | Lightning Capacitor
shaman | elemental | pve | 210689 | 1 | Lightning Rod
shaman | elemental | pve | 443447 | 1 | Maelstrom Supremacy
shaman | elemental | pve | 1258843 | 1 | Molten Wrath
shaman | elemental | pve | 381726 | 1 | Mountains Will Fall
shaman | elemental | pve | 1270450 | 1 | Mystic Knowledge
shaman | elemental | pve | 443442 | 1 | Natural Harmony
shaman | elemental | pve | 381655 | 2 | Nature's Fury
shaman | elemental | pve | 30884 | 1 | Nature's Guardian
shaman | elemental | pve | 378081 | 1 | Nature's Swiftness
shaman | elemental | pve | 443451 | 1 | Offering from Beyond
shaman | elemental | pve | 1269364 | 1 | Path of the Seer
shaman | elemental | pve | 381647 | 1 | Planes Traveler
shaman | elemental | pve | 191861 | 1 | Power of the Maelstrom
shaman | elemental | pve | 117013 | 1 | Primal Elementalist
shaman | elemental | pve | 1279819 | 1 | Primordial Bond
shaman | elemental | pve | 443448 | 1 | Primordial Capacity
shaman | elemental | pve | 378193 | 1 | Primordial Fury
shaman | elemental | pve | 1259471 | 1 | Purging Flames
shaman | elemental | pve | 443445 | 1 | Routine Communication
shaman | elemental | pve | 1270375 | 1 | Spiritual Awakening
shaman | elemental | pve | 378077 | 1 | Spiritwalker's Aegis
shaman | elemental | pve | 79206 | 1 | Spiritwalker's Grace
shaman | elemental | pve | 443425 | 1 | Spiritwalker's Momentum
shaman | elemental | pve | 265046 | 2 | Static Charge
shaman | elemental | pve | 462695 | 1 | Storm Frenzy
shaman | elemental | pve | 1258889 | 1 | Storm Infusion
shaman | elemental | pve | 191634 | 1 | Stormkeeper
shaman | elemental | pve | 381707 | 1 | Swelling Maelstrom
shaman | elemental | pve | 1258899 | 1 | Tectonic Collapse
shaman | elemental | pve | 1217622 | 1 | Therazane's Resilience
shaman | elemental | pve | 378075 | 1 | Thunderous Paws
shaman | elemental | pve | 382201 | 1 | Totemic Focus
shaman | elemental | pve | 108287 | 1 | Totemic Projection
shaman | elemental | pve | 381867 | 1 | Totemic Surge
shaman | elemental | pve | 8143 | 1 | Tremor Totem
shaman | elemental | pve | 470057 | 1 | Voltaic Blaze
shaman | elemental | pve | 204268 | 1 | Voodoo Mastery
shaman | elemental | pve | 57994 | 1 | Wind Shear
shaman | elemental | pve | 382215 | 2 | Winds of Al'Akir
shaman | elemental | pve | 1270447 | 1 | Windspeaker
shaman | elemental | pve | 355630 | 1 | Windveil
shaman | elemental | pvp | 409293 | | Burrow
shaman | elemental | pvp | 204336 | | Grounding Totem
shaman | elemental | pvp | 305483 | | Lightning Lasso
shaman | elemental | pvp | 193876 | | Shamanism

# Shaman / Enhancement (exported 2026-08-18)
shaman | enhancement | pve | 382197 | 1 | Ancestral Wolf Affinity
shaman | enhancement | pve | 455096 | 1 | Arc Discharge
shaman | enhancement | pve | 114051 | 1 | Ascendance
shaman | enhancement | pve | 390370 | 1 | Ashen Catalyst
shaman | enhancement | pve | 108271 | 1 | Astral Shift
shaman | enhancement | pve | 455129 | 1 | Awakening Storms
shaman | enhancement | pve | 381689 | 2 | Brimming with Life
shaman | enhancement | pve | 192058 | 1 | Capacitor Totem
shaman | enhancement | pve | 1064 | 1 | Chain Heal
shaman | enhancement | pve | 188443 | 1 | Chain Lightning
shaman | enhancement | pve | 334308 | 1 | Chaining Storms
shaman | enhancement | pve | 51886 | 1 | Cleanse Spirit
shaman | enhancement | pve | 455123 | 1 | Conductive Energy
shaman | enhancement | pve | 384363 | 1 | Converging Storms
shaman | enhancement | pve | 187874 | 1 | Crash Lightning
shaman | enhancement | pve | 1264688 | 1 | Descending Skies
shaman | enhancement | pve | 384352 | 1 | Doom Winds
shaman | enhancement | pve | 198103 | 1 | Earth Elemental
shaman | enhancement | pve | 974 | 1 | Earth Shield
shaman | enhancement | pve | 51485 | 1 | Earthgrab Totem
shaman | enhancement | pve | 454022 | 1 | Electroshock
shaman | enhancement | pve | 210853 | 1 | Elemental Assault
shaman | enhancement | pve | 383010 | 1 | Elemental Orbit
shaman | enhancement | pve | 462368 | 1 | Elemental Resistance
shaman | enhancement | pve | 1250364 | 1 | Elemental Tempo
shaman | enhancement | pve | 381650 | 1 | Elemental Warding
shaman | enhancement | pve | 384355 | 1 | Elemental Weapons
shaman | enhancement | pve | 462762 | 1 | Encasing Cold
shaman | enhancement | pve | 462796 | 1 | Enhanced Imbues
shaman | enhancement | pve | 469314 | 1 | Feral Spirit
shaman | enhancement | pve | 1260666 | 1 | Fire Nova
shaman | enhancement | pve | 382886 | 1 | Fire and Ice
shaman | enhancement | pve | 382888 | 1 | Flurry
shaman | enhancement | pve | 262647 | 1 | Forceful Winds
shaman | enhancement | pve | 196840 | 1 | Frost Shock
shaman | enhancement | pve | 378773 | 1 | Greater Purge
shaman | enhancement | pve | 192063 | 1 | Gust of Wind
shaman | enhancement | pve | 201900 | 2 | Hot Hand
shaman | enhancement | pve | 1270350 | 1 | Instinctive Imbuements
shaman | enhancement | pve | 462817 | 1 | Jet Stream
shaman | enhancement | pve | 334046 | 1 | Lashing Flames
shaman | enhancement | pve | 60103 | 1 | Lava Lash
shaman | enhancement | pve | 384450 | 1 | Lightning Strikes
shaman | enhancement | pve | 187880 | 1 | Maelstrom Weapon
shaman | enhancement | pve | 381930 | 1 | Mana Spring
shaman | enhancement | pve | 334033 | 1 | Molten Assault
shaman | enhancement | pve | 1264691 | 1 | Natural Gift
shaman | enhancement | pve | 381655 | 2 | Nature's Fury
shaman | enhancement | pve | 30884 | 1 | Nature's Guardian
shaman | enhancement | pve | 454027 | 1 | Nature's Protection
shaman | enhancement | pve | 1251026 | 1 | Overcharge
shaman | enhancement | pve | 384143 | 1 | Overflowing Maelstrom
shaman | enhancement | pve | 381647 | 1 | Planes Traveler
shaman | enhancement | pve | 1279819 | 1 | Primordial Bond
shaman | enhancement | pve | 1218047 | 1 | Primordial Storm
shaman | enhancement | pve | 384149 | 1 | Raging Maelstrom
shaman | enhancement | pve | 378211 | 1 | Refreshing Waters
shaman | enhancement | pve | 289874 | 1 | Ride the Lightning
shaman | enhancement | pve | 454026 | 1 | Rolling Thunder
shaman | enhancement | pve | 1270375 | 1 | Spiritual Awakening
shaman | enhancement | pve | 384411 | 2 | Static Accumulation
shaman | enhancement | pve | 265046 | 2 | Static Charge
shaman | enhancement | pve | 1262713 | 1 | Storm Unleashed
shaman | enhancement | pve | 392352 | 1 | Storm's Wrath
shaman | enhancement | pve | 1251069 | 1 | Stormbind
shaman | enhancement | pve | 319930 | 1 | Stormblast
shaman | enhancement | pve | 454021 | 1 | Stormcaller
shaman | enhancement | pve | 344357 | 1 | Stormflurry
shaman | enhancement | pve | 1264762 | 1 | Stormwell
shaman | enhancement | pve | 197214 | 1 | Sundering
shaman | enhancement | pve | 455110 | 1 | Supercharge
shaman | enhancement | pve | 382042 | 1 | Surging Elements
shaman | enhancement | pve | 454009 | 1 | Tempest
shaman | enhancement | pve | 1217622 | 1 | Therazane's Resilience
shaman | enhancement | pve | 384444 | 1 | Thorim's Invocation
shaman | enhancement | pve | 1262635 | 1 | Thunder Capacitor
shaman | enhancement | pve | 378075 | 1 | Thunderous Paws
shaman | enhancement | pve | 382201 | 1 | Totemic Focus
shaman | enhancement | pve | 108287 | 1 | Totemic Projection
shaman | enhancement | pve | 381867 | 1 | Totemic Surge
shaman | enhancement | pve | 8143 | 1 | Tremor Totem
shaman | enhancement | pve | 454391 | 1 | Unlimited Power
shaman | enhancement | pve | 390288 | 1 | Unruly Winds
shaman | enhancement | pve | 470057 | 1 | Voltaic Blaze
shaman | enhancement | pve | 454919 | 1 | Voltaic Surge
shaman | enhancement | pve | 204268 | 1 | Voodoo Mastery
shaman | enhancement | pve | 192077 | 1 | Wind Rush Totem
shaman | enhancement | pve | 57994 | 1 | Wind Shear
shaman | enhancement | pve | 382215 | 2 | Winds of Al'Akir
shaman | enhancement | pve | 355630 | 1 | Windveil
shaman | enhancement | pvp | 409293 | | Burrow
shaman | enhancement | pvp | 204336 | | Grounding Totem
shaman | enhancement | pvp | 193876 | | Shamanism
shaman | enhancement | pvp | 460697 | | Totem of Wrath

# Shaman / Restoration (exported 2026-08-18)
shaman | restoration | pve | 378443 | 1 | Acid Rain
shaman | restoration | pve | 445029 | 1 | Amplification Core
shaman | restoration | pve | 382309 | 2 | Ancestral Awakening
shaman | restoration | pve | 382732 | 1 | Ancestral Reach
shaman | restoration | pve | 207401 | 2 | Ancestral Vigor
shaman | restoration | pve | 382197 | 1 | Ancestral Wolf Affinity
shaman | restoration | pve | 108271 | 1 | Astral Shift
shaman | restoration | pve | 381689 | 2 | Brimming with Life
shaman | restoration | pve | 192058 | 1 | Capacitor Totem
shaman | restoration | pve | 1064 | 1 | Chain Heal
shaman | restoration | pve | 188443 | 1 | Chain Lightning
shaman | restoration | pve | 470076 | 1 | Coalescing Water
shaman | restoration | pve | 1253090 | 1 | Crashing Waves
shaman | restoration | pve | 1253093 | 1 | Current Control
shaman | restoration | pve | 378270 | 1 | Deeply Rooted Elements
shaman | restoration | pve | 200076 | 1 | Deluge
shaman | restoration | pve | 198103 | 1 | Earth Elemental
shaman | restoration | pve | 974 | 1 | Earth Shield
shaman | restoration | pve | 1271104 | 1 | Earthen Accord
shaman | restoration | pve | 382020 | 1 | Earthen Harmony
shaman | restoration | pve | 51485 | 1 | Earthgrab Totem
shaman | restoration | pve | 382021 | 1 | Earthliving Weapon
shaman | restoration | pve | 455590 | 1 | Earthsurge
shaman | restoration | pve | 1254210 | 1 | Earthweaver
shaman | restoration | pve | 333919 | 1 | Echo of the Elements
shaman | restoration | pve | 1263288 | 1 | Elemental Attunement
shaman | restoration | pve | 383010 | 1 | Elemental Orbit
shaman | restoration | pve | 462368 | 1 | Elemental Resistance
shaman | restoration | pve | 381650 | 1 | Elemental Warding
shaman | restoration | pve | 462796 | 1 | Enhanced Imbues
shaman | restoration | pve | 382886 | 1 | Fire and Ice
shaman | restoration | pve | 462440 | 1 | First Ascendant
shaman | restoration | pve | 196840 | 1 | Frost Shock
shaman | restoration | pve | 378773 | 1 | Greater Purge
shaman | restoration | pve | 73920 | 1 | Healing Rain
shaman | restoration | pve | 5394 | 1 | Healing Stream Totem
shaman | restoration | pve | 108280 | 1 | Healing Tide Totem
shaman | restoration | pve | 51514 | 1 | Hex
shaman | restoration | pve | 445028 | 1 | Imbuement Mastery
shaman | restoration | pve | 382315 | 1 | Improved Earthliving Weapon
shaman | restoration | pve | 383016 | 1 | Improved Purify Spirit
shaman | restoration | pve | 1270350 | 1 | Instinctive Imbuements
shaman | restoration | pve | 462817 | 1 | Jet Stream
shaman | restoration | pve | 51505 | 1 | Lava Burst
shaman | restoration | pve | 445034 | 1 | Lively Totems
shaman | restoration | pve | 382482 | 1 | Living Stream
shaman | restoration | pve | 381930 | 1 | Mana Spring
shaman | restoration | pve | 381655 | 2 | Nature's Fury
shaman | restoration | pve | 30884 | 1 | Nature's Guardian
shaman | restoration | pve | 378081 | 1 | Nature's Swiftness
shaman | restoration | pve | 383222 | 1 | Overflowing Shores
shaman | restoration | pve | 445026 | 1 | Oversized Totems
shaman | restoration | pve | 381647 | 1 | Planes Traveler
shaman | restoration | pve | 1260874 | 1 | Primal Catalyst
shaman | restoration | pve | 382045 | 1 | Primal Tide Core
shaman | restoration | pve | 1279819 | 1 | Primordial Bond
shaman | restoration | pve | 1253099 | 1 | Quickstream
shaman | restoration | pve | 378211 | 1 | Refreshing Waters
shaman | restoration | pve | 16196 | 1 | Resurgence
shaman | restoration | pve | 1254251 | 1 | Rip Current
shaman | restoration | pve | 61295 | 1 | Riptide
shaman | restoration | pve | 1252874 | 1 | Soothing Rain
shaman | restoration | pve | 98008 | 1 | Spirit Link Totem
shaman | restoration | pve | 58875 | 1 | Spirit Walk
shaman | restoration | pve | 1270375 | 1 | Spiritual Awakening
shaman | restoration | pve | 378077 | 1 | Spiritwalker's Aegis
shaman | restoration | pve | 79206 | 1 | Spiritwalker's Grace
shaman | restoration | pve | 445035 | 1 | Splitstream
shaman | restoration | pve | 462383 | 1 | Spouting Spirits
shaman | restoration | pve | 265046 | 2 | Static Charge
shaman | restoration | pve | 1267016 | 1 | Stormstream Totem
shaman | restoration | pve | 445033 | 1 | Supportive Imbuements
shaman | restoration | pve | 444995 | 1 | Surging Totem
shaman | restoration | pve | 1312843 | 1 | Swelling Tides
shaman | restoration | pve | 1217622 | 1 | Therazane's Resilience
shaman | restoration | pve | 378075 | 1 | Thunderous Paws
shaman | restoration | pve | 51564 | 1 | Tidal Waves
shaman | restoration | pve | 462424 | 1 | Tidewaters
shaman | restoration | pve | 200072 | 1 | Torrent
shaman | restoration | pve | 382201 | 1 | Totemic Focus
shaman | restoration | pve | 1260644 | 1 | Totemic Momentum
shaman | restoration | pve | 108287 | 1 | Totemic Projection
shaman | restoration | pve | 445025 | 1 | Totemic Rebound
shaman | restoration | pve | 381867 | 1 | Totemic Surge
shaman | restoration | pve | 8143 | 1 | Tremor Totem
shaman | restoration | pve | 382194 | 2 | Undercurrent
shaman | restoration | pve | 73685 | 1 | Unleash Life
shaman | restoration | pve | 204268 | 1 | Voodoo Mastery
shaman | restoration | pve | 382030 | 1 | Water Totem Mastery
shaman | restoration | pve | 381946 | 2 | Wavespeaker's Blessing
shaman | restoration | pve | 445024 | 1 | Whirling Elements
shaman | restoration | pve | 462587 | 1 | White Water
shaman | restoration | pve | 445031 | 1 | Wind Barrier
shaman | restoration | pve | 192077 | 1 | Wind Rush Totem
shaman | restoration | pve | 57994 | 1 | Wind Shear
shaman | restoration | pve | 382215 | 2 | Winds of Al'Akir
shaman | restoration | pve | 355630 | 1 | Windveil
shaman | restoration | pvp | 204336 | | Grounding Totem
shaman | restoration | pvp | 290250 | | Rain Dance
shaman | restoration | pvp | 355580 | | Static Field Totem
shaman | restoration | pvp | 1217092 | | Storm Conduit

# Warlock / Affliction (exported 2026-08-18)
warlock | affliction | pve | 196103 | 1 | Absolute Corruption
warlock | affliction | pve | 389609 | 1 | Abyss Walker
warlock | affliction | pve | 980 | 1 | Agony
warlock | affliction | pve | 111400 | 1 | Burning Rush
warlock | affliction | pve | 1261124 | 1 | Cascading Calamity
warlock | affliction | pve | 453096 | 1 | Contagion
warlock | affliction | pve | 264000 | 2 | Creeping Death
warlock | affliction | pve | 1259886 | 1 | Cull the Weak
warlock | affliction | pve | 453172 | 1 | Cunning Cruelty
warlock | affliction | pve | 334275 | 1 | Curse of Exhaustion
warlock | affliction | pve | 1714 | 1 | Curse of Tongues
warlock | affliction | pve | 1257052 | 1 | Dark Harvest
warlock | affliction | pve | 108416 | 1 | Dark Pact
warlock | affliction | pve | 234876 | 1 | Death's Embrace
warlock | affliction | pve | 219272 | 2 | Demon Skin
warlock | affliction | pve | 449629 | 1 | Demoniac's Fervor
warlock | affliction | pve | 268358 | 1 | Demonic Circle
warlock | affliction | pve | 288843 | 1 | Demonic Embrace
warlock | affliction | pve | 386617 | 1 | Demonic Fortitude
warlock | affliction | pve | 111771 | 1 | Demonic Gateway
warlock | affliction | pve | 389590 | 1 | Demonic Resilience
warlock | affliction | pve | 449614 | 1 | Demonic Soul
warlock | affliction | pve | 388667 | 1 | Drain Soul
warlock | affliction | pve | 1271689 | 1 | Empowered Drain Life
warlock | affliction | pve | 1271699 | 1 | Empowered Healthstone
warlock | affliction | pve | 1268903 | 1 | Eternal Hunger
warlock | affliction | pve | 449707 | 1 | Eternal Servitude
warlock | affliction | pve | 1260229 | 1 | Fatal Echoes
warlock | affliction | pve | 386124 | 2 | Fel Armor
warlock | affliction | pve | 333889 | 1 | Fel Domination
warlock | affliction | pve | 386113 | 1 | Fel Pact
warlock | affliction | pve | 389367 | 2 | Fel Synergy
warlock | affliction | pve | 386110 | 1 | Fiendish Stride
warlock | affliction | pve | 1271694 | 1 | Fortified Soul
warlock | affliction | pve | 1265813 | 1 | Foul Mouth
warlock | affliction | pve | 386686 | 1 | Frequent Donor
warlock | affliction | pve | 1265801 | 1 | Frequent Traveler
warlock | affliction | pve | 449703 | 1 | Friends In Dark Places
warlock | affliction | pve | 1270701 | 1 | Gorefiend's Avarice
warlock | affliction | pve | 48181 | 1 | Haunt
warlock | affliction | pve | 5484 | 1 | Howl of Terror
warlock | affliction | pve | 458034 | 1 | Improved Haunt
warlock | affliction | pve | 1265816 | 1 | Improved Mortal Coil
warlock | affliction | pve | 1265810 | 1 | Infernal Beneficiary
warlock | affliction | pve | 453087 | 1 | Malediction
warlock | affliction | pve | 1268884 | 1 | Manifested Avarice
warlock | affliction | pve | 6789 | 1 | Mortal Coil
warlock | affliction | pve | 449620 | 1 | Necrolyte Teachings
warlock | affliction | pve | 1280733 | 1 | Nether Plating
warlock | affliction | pve | 108558 | 1 | Nightfall
warlock | affliction | pve | 386648 | 1 | Nightmare
warlock | affliction | pve | 1279510 | 1 | Niskaran Methods
warlock | affliction | pve | 1260271 | 1 | Nocturnal Yield
warlock | affliction | pve | 1270255 | 1 | Oppressive Darkness
warlock | affliction | pve | 386689 | 1 | Pact of Gluttony
warlock | affliction | pve | 1270693 | 1 | Pact of the Annihilan
warlock | affliction | pve | 1270695 | 1 | Pact of the Eredar
warlock | affliction | pve | 1270690 | 1 | Pact of the Nathrezim
warlock | affliction | pve | 1270691 | 1 | Pact of the Satyr
warlock | affliction | pve | 1260285 | 1 | Patient Zero
warlock | affliction | pve | 1259815 | 1 | Potent Soul Shards
warlock | affliction | pve | 1259811 | 1 | Practiced Pestilence
warlock | affliction | pve | 449634 | 1 | Quietus
warlock | affliction | pve | 459440 | 1 | Ravenous Afflictions
warlock | affliction | pve | 386986 | 1 | Sacrolash's Dark Strike
warlock | affliction | pve | 449637 | 1 | Sataiel's Volition
warlock | affliction | pve | 27243 | 1 | Seed of Corruption
warlock | affliction | pve | 1259838 | 2 | Seeds of Destruction
warlock | affliction | pve | 449638 | 1 | Shadow of Death
warlock | affliction | pve | 1261984 | 1 | Shadow of Nathreza
warlock | affliction | pve | 1260264 | 1 | Shard Instability
warlock | affliction | pve | 1259825 | 1 | Shared Agony
warlock | affliction | pve | 449704 | 1 | Shared Fate
warlock | affliction | pve | 1268889 | 1 | Shared Vessel
warlock | affliction | pve | 449624 | 1 | Soul Anathema
warlock | affliction | pve | 108370 | 1 | Soul Leech
warlock | affliction | pve | 108415 | 2 | Soul Link
warlock | affliction | pve | 385899 | 1 | Soulburn
warlock | affliction | pve | 196226 | 1 | Sow the Seeds
warlock | affliction | pve | 317138 | 1 | Strength of Will
warlock | affliction | pve | 1260209 | 1 | Sudden Onset
warlock | affliction | pve | 205180 | 1 | Summon Darkglare
warlock | affliction | pve | 453105 | 1 | Summoner's Embrace
warlock | affliction | pve | 452902 | 1 | Swift Artifice
warlock | affliction | pve | 385881 | 1 | Teachings of the Black Harvest
warlock | affliction | pve | 1259790 | 1 | Unstable Affliction
warlock | affliction | pve | 449631 | 1 | Wicked Reaping
warlock | affliction | pve | 386976 | 2 | Withering Bolt
warlock | affliction | pve | 416615 | 2 | Xavius' Gambit
warlock | affliction | pvp | 409835 | | Impish Instincts
warlock | affliction | pvp | 426352 | | Jinx
warlock | affliction | pvp | 353294 | | Shadow Rift
warlock | affliction | pvp | 410598 | | Soul Rip

# Warlock / Demonology (exported 2026-08-18)
warlock | demonology | pve | 389609 | 1 | Abyss Walker
warlock | demonology | pve | 1250921 | 1 | Antoran Armaments
warlock | demonology | pve | 710 | 1 | Banish
warlock | demonology | pve | 1271748 | 1 | Blight of Weakness
warlock | demonology | pve | 1276956 | 1 | Blighted Maw
warlock | demonology | pve | 111400 | 1 | Burning Rush
warlock | demonology | pve | 104316 | 1 | Call Dreadstalkers
warlock | demonology | pve | 386194 | 2 | Carnivorous Stalkers
warlock | demonology | pve | 334275 | 1 | Curse of Exhaustion
warlock | demonology | pve | 1714 | 1 | Curse of Tongues
warlock | demonology | pve | 108416 | 1 | Dark Pact
warlock | demonology | pve | 219272 | 2 | Demon Skin
warlock | demonology | pve | 426115 | 1 | Demoniac
warlock | demonology | pve | 449629 | 1 | Demoniac's Fervor
warlock | demonology | pve | 453908 | 1 | Demonic Brutality
warlock | demonology | pve | 1276947 | 2 | Demonic Calling
warlock | demonology | pve | 268358 | 1 | Demonic Circle
warlock | demonology | pve | 288843 | 1 | Demonic Embrace
warlock | demonology | pve | 386617 | 1 | Demonic Fortitude
warlock | demonology | pve | 111771 | 1 | Demonic Gateway
warlock | demonology | pve | 386185 | 2 | Demonic Knowledge
warlock | demonology | pve | 389590 | 1 | Demonic Resilience
warlock | demonology | pve | 449614 | 1 | Demonic Soul
warlock | demonology | pve | 1276433 | 1 | Dominant Hand
warlock | demonology | pve | 1276163 | 1 | Dominion of Argus
warlock | demonology | pve | 460551 | 1 | Doom
warlock | demonology | pve | 264078 | 1 | Dreadlash
warlock | demonology | pve | 1271689 | 1 | Empowered Drain Life
warlock | demonology | pve | 1279575 | 1 | Empowered Felstorm
warlock | demonology | pve | 1271699 | 1 | Empowered Healthstone
warlock | demonology | pve | 1268903 | 1 | Eternal Hunger
warlock | demonology | pve | 449707 | 1 | Eternal Servitude
warlock | demonology | pve | 1263935 | 1 | Fel Armaments
warlock | demonology | pve | 386124 | 2 | Fel Armor
warlock | demonology | pve | 333889 | 1 | Fel Domination
warlock | demonology | pve | 1250372 | 1 | Fel Intellect
warlock | demonology | pve | 386113 | 1 | Fel Pact
warlock | demonology | pve | 389367 | 2 | Fel Synergy
warlock | demonology | pve | 386110 | 1 | Fiendish Stride
warlock | demonology | pve | 453699 | 1 | Flametouched
warlock | demonology | pve | 1271694 | 1 | Fortified Soul
warlock | demonology | pve | 1265813 | 1 | Foul Mouth
warlock | demonology | pve | 386686 | 1 | Frequent Donor
warlock | demonology | pve | 1265801 | 1 | Frequent Traveler
warlock | demonology | pve | 449703 | 1 | Friends In Dark Places
warlock | demonology | pve | 1270701 | 1 | Gorefiend's Avarice
warlock | demonology | pve | 1276452 | 1 | Grimoire: Imp Lord
warlock | demonology | pve | 105174 | 1 | Hand of Gul'dan
warlock | demonology | pve | 1250897 | 1 | Hellbent Commander
warlock | demonology | pve | 5484 | 1 | Howl of Terror
warlock | demonology | pve | 1250768 | 1 | Imp Gang Boss
warlock | demonology | pve | 416230 | 1 | Imp-erator
warlock | demonology | pve | 1265816 | 1 | Improved Mortal Coil
warlock | demonology | pve | 1265810 | 1 | Infernal Beneficiary
warlock | demonology | pve | 1263941 | 1 | Infernal Rapidity
warlock | demonology | pve | 267216 | 1 | Inner Demons
warlock | demonology | pve | 1268884 | 1 | Manifested Avarice
warlock | demonology | pve | 455449 | 1 | Mark of Shatug
warlock | demonology | pve | 1240189 | 1 | Master Summoner
warlock | demonology | pve | 6789 | 1 | Mortal Coil
warlock | demonology | pve | 449620 | 1 | Necrolyte Teachings
warlock | demonology | pve | 386648 | 1 | Nightmare
warlock | demonology | pve | 1270255 | 1 | Oppressive Darkness
warlock | demonology | pve | 386689 | 1 | Pact of Gluttony
warlock | demonology | pve | 1270693 | 1 | Pact of the Annihilan
warlock | demonology | pve | 1270695 | 1 | Pact of the Eredar
warlock | demonology | pve | 1270690 | 1 | Pact of the Nathrezim
warlock | demonology | pve | 1270691 | 1 | Pact of the Satyr
warlock | demonology | pve | 264130 | 1 | Power Siphon
warlock | demonology | pve | 1250375 | 1 | Practiced Rituals
warlock | demonology | pve | 449634 | 1 | Quietus
warlock | demonology | pve | 1276748 | 1 | Reign of Tyranny
warlock | demonology | pve | 453744 | 2 | Rune of Shadows
warlock | demonology | pve | 267214 | 1 | Sacrificed Souls
warlock | demonology | pve | 449637 | 1 | Sataiel's Volition
